;Unnamed: 0;school;school_setting;school_type;classroom;teaching_method;n_student;gender;lunch;posttest;target
535;535;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;79.0;0.0
536;536;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Does not qualify;80.0;1.0
537;537;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;81.0;0.0
538;538;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;85.0;0.0
539;539;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;78.0;0.0
540;540;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;79.0;1.0
541;541;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;77.0;1.0
542;542;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;73.0;1.0
543;543;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Does not qualify;84.0;1.0
544;544;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Does not qualify;83.0;1.0
545;545;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Does not qualify;81.0;0.0
546;546;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;74.0;1.0
547;547;GJJHK;Suburban;Public;NOR;Experimental;27.0;Male;Qualifies for reduced/free lunch;77.0;1.0
548;548;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;64.0;0.0
549;549;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Does not qualify;64.0;0.0
550;550;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;65.0;0.0
551;551;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;69.0;0.0
552;552;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;61.0;1.0
553;553;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;64.0;1.0
554;554;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;63.0;0.0
555;555;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;65.0;1.0
556;556;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Does not qualify;72.0;0.0
557;557;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;72.0;1.0
558;558;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;60.0;1.0
559;559;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Does not qualify;70.0;1.0
560;560;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;65.0;1.0
561;561;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Does not qualify;74.0;0.0
562;562;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;69.0;0.0
563;563;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;63.0;1.0
564;564;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;69.0;0.0
565;565;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;69.0;1.0
566;566;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;62.0;1.0
567;567;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Qualifies for reduced/free lunch;65.0;1.0
568;568;GJJHK;Suburban;Public;X78;Standard;21.0;Male;Does not qualify;62.0;0.0
569;569;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;57.0;1.0
570;570;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;57.0;0.0
571;571;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;49.0;1.0
572;572;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;54.0;0.0
573;573;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;55.0;0.0
574;574;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;54.0;1.0
575;575;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;59.0;1.0
576;576;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;58.0;1.0
577;577;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Does not qualify;62.0;1.0
578;578;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;55.0;0.0
579;579;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;59.0;0.0
580;580;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;59.0;0.0
581;581;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;54.0;0.0
582;582;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;53.0;0.0
583;583;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Does not qualify;60.0;1.0
584;584;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;59.0;0.0
585;585;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;51.0;1.0
586;586;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;55.0;1.0
587;587;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;53.0;1.0
588;588;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;51.0;1.0
589;589;GJJHK;Suburban;Public;YUC;Standard;21.0;Male;Qualifies for reduced/free lunch;57.0;0.0
590;590;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;67.0;1.0
591;591;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;60.0;1.0
592;592;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;63.0;1.0
593;593;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;59.0;1.0
594;594;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;70.0;1.0
595;595;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Does not qualify;65.0;0.0
596;596;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;66.0;0.0
597;597;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;59.0;1.0
598;598;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;69.0;0.0
599;599;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;62.0;1.0
600;600;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;63.0;0.0
601;601;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;64.0;1.0
602;602;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;63.0;0.0
603;603;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;67.0;0.0
604;604;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;64.0;1.0
605;605;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Does not qualify;66.0;1.0
606;606;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;63.0;0.0
607;607;GJJHK;Suburban;Public;ZDT;Standard;27.0;Female;Qualifies for reduced/free lunch;63.0;0.0
608;608;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;61.0;1.0
609;609;GJJHK;Suburban;Public;ZDT;Standard;27.0;Female;Does not qualify;69.0;0.0
610;610;GJJHK;Suburban;Public;ZDT;Standard;27.0;Female;Qualifies for reduced/free lunch;63.0;1.0
611;611;GJJHK;Suburban;Public;ZDT;Standard;27.0;Female;Qualifies for reduced/free lunch;65.0;1.0
612;612;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;68.0;1.0
613;613;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;65.0;1.0
614;614;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;61.0;0.0
615;615;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;66.0;1.0
616;616;GJJHK;Suburban;Public;ZDT;Standard;27.0;Male;Qualifies for reduced/free lunch;64.0;0.0
617;617;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;72.0;0.0
618;618;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;70.0;0.0
619;619;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;70.0;1.0
620;620;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Does not qualify;72.0;0.0
621;621;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Does not qualify;70.0;0.0
622;622;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;71.0;1.0
623;623;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;68.0;0.0
624;624;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Does not qualify;74.0;0.0
625;625;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;65.0;1.0
626;626;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;72.0;0.0
627;627;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;72.0;1.0
628;628;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;62.0;1.0
629;629;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Does not qualify;72.0;1.0
630;630;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;77.0;0.0
631;631;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;69.0;0.0
632;632;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;69.0;0.0
633;633;GOKXL;Rural;Public;ENO;Experimental;22.0;Female;Qualifies for reduced/free lunch;75.0;0.0
634;634;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Does not qualify;70.0;0.0
635;635;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;69.0;1.0
636;636;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;69.0;0.0
637;637;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;65.0;0.0
638;638;GOKXL;Rural;Public;ENO;Experimental;22.0;Male;Qualifies for reduced/free lunch;67.0;0.0
639;639;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;70.0;0.0
640;640;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;72.0;1.0
641;641;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;71.0;1.0
642;642;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;68.0;0.0
643;643;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Does not qualify;68.0;0.0
644;644;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;70.0;0.0
645;645;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;71.0;0.0
646;646;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;69.0;0.0
647;647;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;71.0;1.0
648;648;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;74.0;1.0
649;649;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Does not qualify;68.0;0.0
650;650;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;68.0;0.0
651;651;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;66.0;1.0
652;652;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;72.0;1.0
653;653;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;63.0;1.0
654;654;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;74.0;1.0
655;655;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;70.0;0.0
656;656;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;61.0;0.0
657;657;GOKXL;Rural;Public;TSA;Experimental;23.0;Female;Qualifies for reduced/free lunch;69.0;0.0
658;658;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Does not qualify;67.0;1.0
659;659;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;70.0;1.0
660;660;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;75.0;0.0
661;661;GOKXL;Rural;Public;TSA;Experimental;23.0;Male;Qualifies for reduced/free lunch;69.0;0.0
662;662;GOKXL;Rural;Public;VA6;Standard;19.0;Female;Qualifies for reduced/free lunch;56.0;1.0
663;663;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Does not qualify;57.0;1.0
664;664;GOKXL;Rural;Public;VA6;Standard;19.0;Female;Qualifies for reduced/free lunch;52.0;0.0
665;665;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Does not qualify;61.0;1.0
666;666;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;57.0;1.0
667;667;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;56.0;0.0
668;668;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
669;669;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
670;670;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
671;671;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
672;672;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Does not qualify;53.0;0.0
673;673;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;57.0;1.0
674;674;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;50.0;0.0
675;675;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;48.0;1.0
676;676;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;48.0;0.0
677;677;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
678;678;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Does not qualify;57.0;0.0
679;679;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;53.0;1.0
680;680;GOKXL;Rural;Public;VA6;Standard;19.0;Male;Qualifies for reduced/free lunch;51.0;0.0
681;681;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;58.0;1.0
682;682;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;57.0;1.0
683;683;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;53.0;1.0
684;684;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;57.0;0.0
685;685;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;59.0;1.0
686;686;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;54.0;0.0
687;687;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;51.0;1.0
688;688;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;55.0;1.0
689;689;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;56.0;1.0
690;690;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;58.0;1.0
691;691;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;56.0;1.0
692;692;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;53.0;0.0
693;693;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;57.0;1.0
694;694;GOOBU;Urban;Public;18K;Standard;31.0;Male;Does not qualify;59.0;0.0
695;695;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;55.0;0.0
696;696;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;55.0;0.0
697;697;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;54.0;1.0
698;698;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;58.0;0.0
699;699;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;51.0;1.0
700;700;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;52.0;1.0
701;701;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;60.0;1.0
702;702;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;59.0;0.0
703;703;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;53.0;0.0
704;704;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;57.0;1.0
705;705;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;51.0;0.0
706;706;GOOBU;Urban;Public;18K;Standard;31.0;Male;Does not qualify;59.0;1.0
707;707;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;57.0;1.0
708;708;GOOBU;Urban;Public;18K;Standard;31.0;Male;Does not qualify;62.0;0.0
709;709;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;58.0;1.0
710;710;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;62.0;0.0
711;711;GOOBU;Urban;Public;18K;Standard;31.0;Male;Qualifies for reduced/free lunch;51.0;1.0
712;712;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;39.0;1.0
713;713;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Does not qualify;43.0;1.0
714;714;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;1.0
715;715;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Does not qualify;45.0;1.0
716;716;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Does not qualify;47.0;0.0
717;717;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;42.0;1.0
718;718;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;44.0;0.0
719;719;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;46.0;1.0
720;720;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;43.0;1.0
721;721;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;43.0;1.0
722;722;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;43.0;0.0
723;723;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;1.0
724;724;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;42.0;1.0
725;725;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;43.0;1.0
726;726;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;48.0;1.0
727;727;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;41.0;1.0
728;728;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;36.0;1.0
729;729;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;40.0;1.0
730;730;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;0.0
731;731;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;44.0;1.0
732;732;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Does not qualify;52.0;1.0
733;733;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Does not qualify;48.0;1.0
734;734;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;41.0;1.0
735;735;GOOBU;Urban;Public;CXC;Standard;24.0;Male;Qualifies for reduced/free lunch;46.0;1.0
736;736;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;43.0;1.0
737;737;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;41.0;1.0
738;738;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;44.0;1.0
739;739;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;45.0;1.0
740;740;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;32.0;0.0
741;741;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;43.0;0.0
742;742;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;38.0;1.0
743;743;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;43.0;1.0
744;744;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;45.0;1.0
745;745;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;38.0;1.0
746;746;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;35.0;0.0
747;747;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;39.0;0.0
748;748;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;42.0;1.0
749;749;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;39.0;0.0
750;750;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;44.0;0.0
751;751;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;34.0;1.0
752;752;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;42.0;0.0
753;753;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;41.0;0.0
754;754;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;44.0;0.0
755;755;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;39.0;1.0
756;756;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;43.0;0.0
757;757;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;41.0;1.0
758;758;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;42.0;1.0
759;759;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;45.0;0.0
760;760;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;43.0;0.0
761;761;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;40.0;0.0
762;762;GOOBU;Urban;Public;HKF;Standard;;Male;Qualifies for reduced/free lunch;44.0;0.0
763;763;GOOBU;Urban;Public;HKF;Standard;28.0;Male;Qualifies for reduced/free lunch;40.0;0.0
764;764;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;49.0;0.0
765;765;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;50.0;0.0
766;766;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;45.0;0.0
767;767;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;44.0;1.0
768;768;GOOBU;Urban;Public;PBA;Standard;;Male;Qualifies for reduced/free lunch;51.0;1.0
769;769;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;51.0;1.0
770;770;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;50.0;1.0
771;771;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;49.0;1.0
772;772;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;54.0;1.0
773;773;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Does not qualify;52.0;0.0
774;774;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;46.0;1.0
775;775;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;49.0;1.0
776;776;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;50.0;0.0
777;777;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;48.0;1.0
778;778;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;54.0;0.0
779;779;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;48.0;1.0
780;780;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;54.0;0.0
781;781;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Does not qualify;54.0;0.0
782;782;GOOBU;Urban;Public;PBA;Standard;;Male;Qualifies for reduced/free lunch;51.0;1.0
783;783;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;48.0;0.0
784;784;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Does not qualify;55.0;1.0
785;785;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;53.0;1.0
786;786;GOOBU;Urban;Public;PBA;Standard;;Male;Qualifies for reduced/free lunch;51.0;1.0
787;787;GOOBU;Urban;Public;PBA;Standard;24.0;Male;Qualifies for reduced/free lunch;54.0;1.0
788;788;GOOBU;Urban;Public;U6J;Standard;25.0;Male;Qualifies for reduced/free lunch;52.0;0.0
789;789;GOOBU;Urban;Public;U6J;Standard;25.0;Male;Qualifies for reduced/free lunch;52.0;1.0
790;790;GOOBU;Urban;Public;U6J;Standard;25.0;Male;Qualifies for reduced/free lunch;53.0;0.0
791;791;GOOBU;Urban;Public;U6J;Standard;;Male;Qualifies for reduced/free lunch;50.0;1.0
